mesto,ocena,ime,kategorija,objave,vpisani,ogledi 
1739,A-,Chris Smoove,sports,6245,4.74,2745296721
1740,B+,ChiChi TV,,758,4.74,1867408336
1741,B,GameofThrones,film,822,4.74,1082708591
1742,B,Nash Grier,people,119,4.74,183669866
1743,B,GloZell Green,comedy,2341,4.73,854006572
1744,A,KjraGaming,games,2114,4.73,2616797980
1745,B+,NASA,tech,4733,4.73,239305680
1746,A,MBC The Voice,entertainment,1069,4.73,2828977026
1747,A-,Hillsong Worship,music,593,4.73,1741474030
1748,B,blogilates,howto,684,4.73,702328109
1749,D-,Tatá e Henrique,film,304,4.73,112985614
1750,D-,Luisa Fernanda W,entertainment,19,4.73,178342776
1751,B+,ChrisMD,entertainment,445,4.72,953134426
1752,A,OPPO Mobile India,tech,304,4.72,1668674845
1753,B+,Technology Gyan,tech,484,4.73,235767164
1754,A,ETV Jabardasth,people,4303,4.71,5961585951
1755,D-,Studio Saraswati Official,music,1840,4.71,1301327571
1756,D-,Prince Ea,music,269,4.71,271119575
1757,B+,Thinknoodles,games,4052,4.71,1673233556
1758,B+,Velhote,entertainment,2043,4.71,704597857
1759,B+,Sub,games,1511,4.7,887273895
1760,A-,Kluna Tik 2,people,87,4.7,1354138271
1761,B+,Earth,entertainment,56,4.7,676929970
1762,A,Disney Junior España,entertainment,1856,4.7,2827940476
1763,B+,So Effin Cray,entertainment,96,4.7,671901076
1764,B+,Mr. Nightmare,entertainment,162,4.71,564444044
1765,A-,Brijnaari Sumi,people,2286,4.7,828515514
1766,A-,VICE News,news,4295,4.71,1314659934
1767,A-,LaLiga Santander,sports,32757,4.71,1073804197
1768,A,GMA News,news,312384,4.69,4548917868
1769,A-,Erpan1140,games,923,4.69,805365241
1770,A,MyMissAnand,entertainment,134,4.7,996176983
1771,D-,NFrealmusic,music,28,4.69,2006097
1772,B+,Go Ami Go!,people,100,4.68,292227409
1773,A-,Little Treehouse Nursery Rhymes an…,music,854,4.68,1377343501
1774,B+,Sidul Tube,news,720,4.68,615397177
1775,A-,Soolking Officiel,,6,4.68,582356018
1776,B+,Alex Gonzaga Official,people,110,4.69,355366531
1777,A,Cumicumi,entertainment,53042,4.68,3174984928
1778,A-,iPantellas,entertainment,356,4.68,1716206131
1779,A-,Home Bollywud,entertainment,2611,4.67,1888180076
1780,B+,jacksfilms,comedy,1151,4.67,2136980959
1781,B+,Netflix India,people,552,4.67,485946741
1782,B+,Flo Rida,music,128,4.67,2749784426
1783,B+,Pehchan Music,music,234,4.67,615824542
1785,A-,dmc دراما,entertainment,2305,4.66,1207012678
1786,B+,Roberta Pupi,entertainment,210,4.66,461952918
1787,B+,Nick Eh 30,games,467,4.66,380975568
1788,B,Meredith Foster,howto,421,4.66,411303877
1789,A,Power Kids TV,film,895,4.66,1980220108
1790,A,Got Talent España,entertainment,1222,4.65,1570351178
1791,B+,Jazza,howto,1019,4.65,752227191
1792,A-,Bon Appétit,howto,1007,4.65,812921219
1793,B+,BasicallyIDoWrk,games,1196,4.65,814207862
1794,B-,Los Ángeles Azules,people,88,4.65,13275207
1795,B+,2CELLOS,music,201,4.64,1041341423
1796,B,Paint,entertainment,38,4.64,467876253
1797,B,M EVERYDAY,,207,4.64,490954553
1798,A-,Nikol CrazyFamily,people,645,4.63,1259130410
1799,A,Sech,music,87,4.63,1263925011
1800,D-,NollywoodStreams,entertainment,370,4.63,17642752
1801,B,Evanescence,music,66,4.63,31099680
1802,A,Chouftv - شوف تيفي,news,51726,4.63,2515395960
1803,B+,NhacPro Tube,music,467,4.62,2617946214
1804,B+,Sanjeev Kapoor Khazana,howto,9549,4.62,891856306
1805,B+,Julia Silva,entertainment,1280,4.62,980464448
1807,A-,Cracks,sports,1719,4.62,1721390507
1808,B,Mia Sayoko,howto,284,4.62,388766144
1809,B+,Amanda Toys Review,,75,4.61,200495405
1810,C+,nirvana,music,7,4.61,1199965
1811,A-,MariAndKids,film,841,4.61,1363807437
1812,A-,50CentVEVO,music,62,4.61,4195012958
1813,A,Anand Audio,entertainment,3802,4.61,2625177941
1814,B+,Receitas de Pai,people,498,4.61,263782397
1815,B+,Pooja Luthra,howto,4109,4.61,539408208
1816,A-,FutureVEVO,music,203,4.61,3471797032
1817,A,Vlad dan Nikita,,109,4.63,1247730364
1818,B+,Maell Lee,,103,4.61,237924453
1819,B+,Kim Loaiza,,2,4.6,101376059
1820,A-,Monsta,film,671,4.61,1483315106
1821,B,IShow,entertainment,1227,4.6,340029506
1822,B+,Treta News,people,960,4.6,762945055
1823,B,Você Sabia PLUS,entertainment,199,4.6,98210070
1824,B+,Operação Cinema,film,402,4.6,493420804
1825,B,YanGo,entertainment,206,4.6,446138356
1826,A-,Clevver News,entertainment,19380,4.6,3966882975
1827,B+,Bodybuilding.com,howto,2425,4.6,584652143
1828,B+,Lucas MotoVlog,people,2595,4.59,557205434
1829,D-,Filmy Mirchi,entertainment,1615,4.59,1135950432
1830,B,Erika Costell,people,391,4.59,579188694
1831,A,AD-WISE MEDIA ACTION MOVIEPLEX,film,264,4.59,1047175690
1832,A-,SonyLIV,entertainment,1353,4.6,961767861
1833,B,Rhett &amp; Link,entertainment,324,4.58,847925701
1834,B+,2NE1,music,321,4.58,1663953299
1835,A-,Официальный канал …,comedy,7943,4.58,3644587516
1836,A-,DED,entertainment,764,4.58,1130258370
1837,B-,Learn and Play,,40,4.57,63764906
1838,B,The Rock,entertainment,194,4.57,231447219
1839,D-,Yo Mama,film,994,4.57,1149389744
1840,B+,SKabeche,entertainment,103,4.58,352557601
1841,A-,BRICO SYMPA,howto,2581,4.57,1048100699
1842,A-,Milusik Lanusik,people,203,4.56,1491957322
1843,A-,HotSpanish Vlogs,entertainment,654,4.56,669915150
1844,B+,Armada Music,music,11839,4.56,3052874484
1845,B,Austin Mahone,music,311,4.57,258889417
1846,B+,Jamie Oliver,entertainment,1460,4.57,575332890
1847,B+,Adam Savage’s Tested,tech,3973,4.56,839964140
1848,A-,NDJ MUSIC,music,7190,4.57,1451886090
1849,B+,versusbattleru,entertainment,280,4.55,710879611
1850,A-,Natti Natasha,music,47,4.55,1205850712
1851,B+,Alvaro845,games,3139,4.55,1368056885
1852,B+,The X Factor USA,entertainment,798,4.55,1412849071
1853,A,Hau Hoang,entertainment,54,4.56,989368360
1854,A,Super Senya,entertainment,137,4.55,618477315
1855,A,JTBC Entertainment,entertainment,52753,4.55,4655390427
1856,B+,Lizy P,howto,390,4.54,407887216
1857,B+,Nawras Sattar|قناة نونو,howto,197,4.54,277122418
1858,B+,Zach King,entertainment,306,4.53,301704206
1859,A-,SuperLuigiLogan,entertainment,295,4.53,1295148342
1860,B+,AJ Official,education,563,4.53,500253484
1861,A-,Yousef Ahmed,entertainment,349,4.53,498484859
1862,A-,"Animal Aid Unlimited, India",animals,257,4.53,1277457690
1863,A,Ambey Bhakti,music,4530,4.54,1468356287
1864,A-,Chanda,music,8142,4.53,1367350453
1865,A,WildBrain en Español,film,2095,4.52,1490852963
1866,A,Al Jazeera Arabic قناة الج�…,news,113815,4.52,1649490884
1867,B+,AlphaSniper97,games,2304,4.52,900292049
1868,A-,The Young Turks,news,38257,4.52,4899413001
1869,A,Tayo the Little Bus,film,1676,4.52,3974144183
1870,A-,Sonotek Music,music,779,4.52,1027501120
1871,A-,Nussa Official,,86,4.52,558834917
1872,B+,Ryland Adams,people,95,4.52,424348629
1873,B+,MCDAVO,music,79,4.53,1053039919
1874,B+,Thai e Biel,entertainment,471,4.52,288812409
1875,B,Its OZX,entertainment,200,4.51,500388367
1876,A-,Kids Channel - Cartoon Videos for …,education,2422,4.51,3127665222
1877,B+,Elli Di,entertainment,386,4.51,1079635088
1878,A-,SaneuB,entertainment,88,4.51,1076491528
1879,A-,Warner Música,music,550,4.5,3125177038
1880,A-,THE PRINCE FAMILY,people,662,4.5,685605333
1881,B+,Tanner Braungardt,people,820,4.5,1201614883
1882,A-,TheThings,entertainment,1631,4.5,1253127748
1883,B,Bon Jovi,music,161,4.49,45897479
1884,A-,انور المحبوب anwar belo…,comedy,176,4.49,961351230
1885,B+,SUSHI RAMEN【Riku】,entertainment,416,4.49,910631013
1886,A-,Chills,entertainment,207,4.49,684911003
1887,A,Cartoon Network UK,entertainment,3358,4.49,3475323493
1888,A,Great Big Story,people,2550,4.48,1514557631
1889,A-,storybooth,film,218,4.48,1531106870
1890,A-,Теремок - Песенки д…,entertainment,436,4.48,2447480349
1891,B,Vilhena,games,1123,4.48,556446700
1892,B,Zakir Khan,people,55,4.48,299092776
1893,A-,Ideas en 5 minutos CHICAS,,1777,4.48,661071186
1894,A-,wisinofficalVEVO,music,77,4.47,3840606786
1895,A,米津玄師,music,55,4.47,2304227223
1896,B,Carlos Vives,music,131,4.47,74798256
1897,B,boogie2988,games,2200,4.46,860537803
1898,B,Maria Way,people,129,4.46,288992258
1899,B+,hickok45,sports,1827,4.47,1226005889
1900,A-,Boram Tube [宝蓝和朋友们],film,78,4.46,687036694
1901,B+,Fran MG,games,1955,4.46,1788735943
1902,A-,telblog.net,entertainment,1262,4.46,1087833788
1903,A-,Disney UK,film,1309,4.46,3389594707
1904,B,Tiësto,music,177,4.46,719827677
1905,A-,EdisonPts,games,2533,4.45,1293756657
1906,B+,Aoffy Maxim,entertainment,377,4.44,1143080119
1907,C+,will i am,entertainment,51,4.44,32439259
1908,B+,Tube Unique Wilderness,,82,4.43,480378541
1909,B+,Laura Lee,howto,650,4.43,605341348
1910,B,PatrickStarrr,howto,366,4.43,323044959
1911,B+,OFFICIALTHENX,sports,218,4.43,262280609
1912,B+,Ярик Лапа,games,1104,4.43,2772256911
1913,A-,Little Big,music,50,4.43,1093322866
1914,A,Oddbods - Official Channel,film,547,4.43,3028435586
1915,A,Travel Thirsty,travel,479,4.42,1684794920
1916,A-,Sofie Dossi,entertainment,165,4.42,638739820
1917,B,Juxiis,games,101,4.42,263803023
1918,B+,MondoMedia,film,1518,4.42,2821815753
1919,A-,MissaSinfonia,comedy,208,4.43,508207174
1920,B,Myth,games,561,4.42,292789267
1921,A,SUPER SLIME SAM,,231,4.41,977132268
1922,B+,MysticGotJokes,comedy,616,4.41,1191815644
1923,A-,5 DAKİKADA HALLET,,2172,4.41,1107550334
1924,B,Simon Desue,entertainment,684,4.41,800944059
1925,B,NICOLE SKYES,entertainment,502,4.41,607762898
1926,B,AndreasChoice,howto,121,4.41,230288685
1927,B+,Ben Phillips,entertainment,567,4.41,1068006690
1928,B,Banen Stars,entertainment,124,4.4,248842779
1929,A,Ennahar tv,news,161796,4.4,2016992772
1930,B,Fluffy Jet Toys,entertainment,1414,4.4,2666537457
1931,A-,Говорящий Том и Др�…,entertainment,362,4.41,1549063815
1932,A-,What Would You Do?,entertainment,292,4.4,1323236099
1933,B+,Dankev,entertainment,504,4.4,755924675
1934,B,TheBackyardScientist,entertainment,151,4.4,545219695
1935,A-,Braille Skateboarding,howto,3833,4.38,1227931795
1936,B,Javier Ramirez,people,148,4.38,389271763
1937,A-,Трум Трум СЕЛЕКТ,howto,753,4.38,1108221530
1938,A-,HikakinGames,games,1450,4.38,4271311922
1939,B+,Hope For Paws - Official Rescue Ch…,animals,439,4.38,1000828115
1940,A,MatheusKauanVEVO,music,101,4.37,3711656970
1941,B+,Yes Theory,entertainment,283,4.37,468982527
1942,A-,La Voz Kids Colombia,entertainment,1107,4.37,2324053972
1943,A,Brincando com o Rafael,,146,4.37,959240885
1944,B+,Doctor Mike,education,189,4.37,338406686
1945,B,Cizzorz,games,1018,4.37,539911041
1946,B+,Islamic Teacher Official,education,222,4.36,93802838
1947,A-,Cartoon Studio,film,44,4.36,1234612418
1948,B+,SuperHero Kids,entertainment,228,4.36,779284062
1949,B+,Queen Naija,entertainment,216,4.36,402654169
1950,C+,Whitney Houston,music,11,4.36,9101169
1951,B+,MostlySane,comedy,616,4.36,501556565
1952,B+,TheRelaxingEnd,games,3654,4.36,999264860
1953,A-,HD Songs Bollywood,music,168,4.37,910161289
1954,B+,Professor Live,entertainment,426,4.36,721052963
1955,A-,Rammstein Official,entertainment,121,4.36,2195202391
1956,A-,Grian,games,529,4.35,918376676
1957,A-,Gustavo Mioto,music,47,4.35,1523648013
1958,B+,Evelyn Regly,howto,954,4.34,450850937
1959,A-,Аминка Витаминка,people,446,4.34,2587616837
1960,A-,Mazzika - مزيكا,music,2745,4.34,1933969570
1961,A-,Дима Гордей,autos,620,4.34,609063547
1962,A-,Enamorándonos,entertainment,8068,4.34,2278139159
1963,A-,Sanjivani Bhojpuri,entertainment,14717,4.34,1613682709
1964,B+,PULCINO PIO,music,88,4.34,2459485744
1965,B-,Japa,entertainment,1,4.33,1374239
1966,B,Sabrina Carpenter,music,159,4.33,91052849
1967,B+,RaptorGamer,games,686,4.33,498547010
1968,B+,DEATH BATTLE!,entertainment,850,4.33,1161231973
1969,A,Swan The Voice - Néo &amp; Swan,entertainment,1549,4.33,3903416385
1970,A-,Master David,people,84,4.33,1081878044
1971,A-,The Inner Studio,entertainment,1051,4.33,1144397791
1972,A,DIEN QUAN Entertainment / Giải T…,entertainment,5658,4.33,2902674515
1973,C+,KidsFlix - Dibujos animados para n…,entertainment,11,4.33,66213881
1974,A,Chuppy Kid TV - Learn Colors for C…,,24,4.32,587841175
1975,B,Fernan,,30,4.32,114526875
1976,B+,One Direction - Topic,music,453,4.32,103196585
1977,B+,TheAngryGrandpaShow,people,635,4.32,1258509531
1978,B+,It's Alex Clark,film,402,4.32,439444229
1979,B+,GOT7,entertainment,434,4.32,483949345
1980,A-,Niska Officiel,film,83,4.32,1235252346
1981,B,Zoio Do dia,entertainment,275,4.32,239459315
1982,A,Me contro Te,entertainment,1019,4.31,3248419632
1983,B,Yandel,music,132,4.31,110713710
1984,A,Warner Music Italy,music,1159,4.31,4194660025
1985,B,James Arthur,music,14,4.32,5139580
1986,A-,Yasmin Verissimo,people,48,4.31,1161552425
1987,A-,SEVENTEEN,entertainment,490,4.31,1043106645
1988,B,iT Creators,tech,262,4.31,253746729
1989,A-,Humor Multishow,comedy,2212,4.3,1147567331
1990,A,Анимационные сери�…,film,1720,4.3,3234545635
1991,B+,BARBIE FILMES BR,entertainment,247,4.3,557125522
1992,B+,CYRILmp4,comedy,754,4.3,918861500
1993,A-,SyrebralVibes,music,322,4.3,2449293601
1994,A-,IbraTV,entertainment,102,4.3,423315748
1995,D-,Wow Kidz Comedy,,1548,4.29,1337997652
1996,A-,Chiquititas SBT,entertainment,1472,4.29,2339216508
1997,A-,Bharat Tak,news,9010,4.29,934130541
1998,A-,Blockbuster Movies,people,138,4.29,670308113
1999,B+,Bodybuilding workout Routine And D…,education,205,4.29,224128563
2000,B+,Teachingmensfashion,howto,1188,4.29,576358672
2001,A-,K-ICM Official,music,66,4.3,1007396078
2002,A-,Complex,entertainment,2376,4.29,1221169262
2003,A,Kids Play,,167,4.3,1104213827
2004,B+,Majestic Casual,music,1991,4.28,1842217382
2005,B+,Top5Central,entertainment,514,4.28,735886451
2006,B+,The Screen Patti,entertainment,194,4.28,481035319
2007,A-,ShadowPriestok - Евгений Ч…,games,2555,4.28,1233070481
2008,B+,قناة سعود Saud Channel l,entertainment,205,4.28,632213294
2009,B+,Primitive Survival Tool,people,85,4.28,483329738
2010,A-,Davie504,entertainment,475,4.29,671103245
2011,A-,Comedy Captain,comedy,71,4.28,503733498
2012,B+,108Life,entertainment,1015,4.27,732821025
2013,A,DisneyChannelUK,entertainment,2958,4.27,4327277549
2014,A-,GQ,news,2244,4.27,1441621971
2015,A,Shoof Drama | شوف دراما,people,6677,4.27,2197796419
2016,B+,Panda - Pubg Mobile,,430,4.27,502655924
2017,B+,JunsKitchen,howto,27,4.27,249032712
2018,B,JablinskiGames,,41,4.27,104874829
2019,A,Hindi Kahaniya,,244,4.27,1088538880
2020,B+,Viros,games,1934,4.26,407686779
2021,B,UDY,film,127,4.26,381801449
2022,D-,SamsungIndia,tech,192,4.26,1899877139
2023,B+,PostmodernJukebox,music,357,4.26,1291694095
2024,B,Luísa Sonza,music,31,4.26,94079524
2025,A-,TOYSBR Parque dos Brinquedos Surpr…,entertainment,1092,4.26,2127212375
2026,B+,Super Kids TV,education,271,4.26,2096980395
2027,B,Learn English with Let's Talk - Fr…,entertainment,1372,4.26,284937553
2028,A-,TimKo Kid,entertainment,228,4.26,1594441246
2029,A-,Angga Candra,,169,4.26,489772109
2030,A-,Supertone Digital,music,1205,4.25,932457049
2031,B+,Blowek,entertainment,1241,4.25,780827588
2032,B+,Mamute Congelado,,487,4.25,337744812
2033,A-,SRK MUSIC,music,3780,4.26,1478257173
2034,A,Kids Channel India - Hindi Rhymes …,,209,4.25,1321463687
2035,B,Patry Jordan,howto,457,4.25,573691254
2036,B+,SilentoVEVO,music,57,4.25,1751356716
2037,B+,MORGENSHTERN,music,49,4.25,272083851
2038,B+,Dr. Dayan Siebra,entertainment,1348,4.25,281603665
2039,D-,NikiChiki - Детские пес�…,,2,4.24,18049
2040,B+,KRK Studio,games,1206,4.24,764330227
2041,B+,All Def,entertainment,3289,4.24,1493529561
2042,A,FV FAMILY,comedy,511,4.24,2677005728
2043,A,CantaJuegoVEVO,music,448,4.24,3569755429
2044,A-,Nessie Judge,comedy,365,4.24,425135328
2045,B,8cho,entertainment,244,4.24,596626285
2046,B+,Чоткий Паца,comedy,327,4.23,637152006
2047,A-,서은이야기[SeoeunStory],entertainment,774,4.23,1931225962
2048,B,SEB,comedy,119,4.23,497193380
2049,D-,Zee Kids,comedy,208,4.23,974366608
2050,B+,HugoPOSAY,comedy,355,4.23,659287464
2051,B,Megan Nicole,music,255,4.23,908851800
2052,A-,Daftar5,entertainment,683,4.23,598330927
2053,B,Him-eesh Madaan,howto,484,4.23,215460878
2054,B,Christen Dominique,howto,367,4.23,239342231
2055,A-,ROBERT PG,games,636,4.23,915389302
2056,A-,TV Azteca Novelas y Series,entertainment,7541,4.23,2674870781
2057,B+,Amanda Domenico,howto,1179,4.23,278912720
2058,A-,Ярик Кент,games,1054,4.22,1591223997
2059,A,Fun For Kids TV - Hindi Rhymes,,36,4.22,1320164138
2060,B,BersGamer ❤,games,5859,4.22,977503814
2061,A-,2MTV,entertainment,10857,4.22,1899796082
2062,B+,OfficialCKanVEVO,music,176,4.22,1986526961
2063,B,twaimz,entertainment,82,4.22,321363285
2064,A-,HISTORY,entertainment,5900,4.22,903296700
2065,B+,Anas,comedy,1822,4.22,1516028951
2066,B-,Lorde,music,2,4.22,98921961
2067,A-,Incognita,entertainment,480,4.23,332707764
2068,B,Finger Family Songs,education,230,4.22,2802757171
2069,B,MoreWolfie,comedy,711,4.21,584332146
2070,B,AmazingPhil,people,274,4.21,605192543
2071,A-,Arab Idol,entertainment,1019,4.21,2616566014
2072,B+,KYLE HANAGAMI,entertainment,136,4.21,675734673
2073,D-,Marcus Butler,comedy,15,4.21,32161550
2074,A-,Farmees - Nursery Rhymes And Kids …,education,750,4.21,1406686695
2075,A,ZENSE Entertainment,entertainment,10478,4.21,2100813777
2076,B+,Ciara,music,92,4.2,306373236
2078,B,Marc Anthony,music,44,4.2,190338851
2079,B+,Top Five,entertainment,169,4.2,628618956
2080,B,iBallisticSquid,games,2237,4.2,2732325922
2081,A,ABP Majha,news,104948,4.2,1871084708
2082,A-,Watch Me,people,307,4.2,1362710376
2083,A,Apple India,tech,121,4.19,521184414
2084,A,MaJa Tv Moral Stories Fairy Tales,,133,4.2,1164016929
2085,B,LeafyIsHere,games,601,4.19,1093290366
2086,B,MixReynold,comedy,260,4.19,308412332
2087,A-,StevenCrowder,comedy,917,4.19,911239058
2088,A-,Minecraft,games,412,4.19,840145593
2089,B+,Shay Mitchell,howto,212,4.19,195926475
2090,A,SAMAA TV,news,44360,4.2,1455292449
2091,A,AP International,entertainment,21440,4.19,2664153165
2092,B-,Jonas Blue,music,22,4.19,3263619
2093,B+,Seeker,tech,3492,4.19,967251967
2094,B+,Music Nepal,music,13614,4.18,2624061632
2095,B+,FRESH Movie Trailers,film,6576,4.18,3374127571
2096,B,تايقر | t1GGEEr,people,202,4.18,338899360
2097,A-,PNL,music,28,4.18,1186992504
2098,A-,FrontaL Gaming,,306,4.18,333985067
2099,B,Vsauce2,tech,360,4.17,613571116
2100,B+,Oops Banana,games,1193,4.17,1469389026
2101,B+,Dimitri Vegas &amp; Like Mike,music,373,4.17,1052867127
2102,A-,fliptopbattles,travel,1005,4.17,1497690860
2103,B,Jonas Brothers,music,47,4.17,436104140
2104,A-,Chickypie,entertainment,655,4.17,1179255235
2105,A-,ЕвгенБро,games,1129,4.17,1705916738
2106,A-,EL DEMENTE,entertainment,447,4.16,663929619
2107,B+,Adbhut TV India,entertainment,769,4.16,399967591
2108,A-,Curiosidades con Mike,tech,339,4.16,630318241
2109,D-,Heroine Movies 2019,,135,4.16,698701771
2110,A,TV9 Telugu Live,news,64088,4.16,1679115074
2111,B+,Ujjwal Patni,education,269,4.16,190767986
